nro_entrada;categoria;nro_descritor;antecessor;descritor;sucessor
E_5360;1-Natureza;1;;pure;empiricism
E_5361;1-Natureza;1;;pure;software-
E_5362;1-Natureza;1;analyzing;pure;functional
E_5363;1-Natureza;1;exclude;pure;functions
E_5364;1-Natureza;1;;pure;constructs
E_5365;1-Natureza;1;injects;pure;results
E_5366;1-Natureza;1;terminating;pure;computations
E_5367;1-Natureza;1;covers;pure;first-order
E_5368;1-Natureza;1;need;pure;recursive
E_5369;1-Natureza;1;represent;pure;pieces
E_5370;1-Natureza;1;whereas;pure;implicit
E_5371;1-Natureza;1;well-typed;pure;program
E_5372;1-Natureza;1;noninterfering;pure;languages
E_5373;1-Natureza;1;related;pure;terms
E_5374;1-Natureza;1;generates;pure;surface
E_5375;1-Natureza;1;extract;pure;geometry
E_5376;1-Natureza;1;;pure;benchmarks
E_5377;1-Natureza;1;essentially;pure;boolean
E_5378;1-Natureza;1;class;pure;virtual
E_5379;1-Natureza;1;reported:;pure;nonvectorized
E_5380;1-Natureza;1;namely;pure;software
E_5381;1-Natureza;1;assumed;pure;hyperelasticity 
E_5382;1-Natureza;1;atomic;pure;predicates
E_5383;1-Natureza;1;simple;pure;assertions
E_5384;1-Natureza;1;making;pure;hardware
E_5385;1-Natureza;1;;pure;transformer-based
E_5386;1-Natureza;1;3d;pure;hexahedra
E_5387;1-Natureza;1;generating;pure;hexahedral
E_5388;1-Natureza;1;dense;pure;flash
E_5389;1-Natureza;1;has;pure;
E_5390;1-Natureza;1;;pure;sram
E_5391;1-Natureza;1;performing;pure;tcp/ip
E_5392;1-Natureza;1;;pure;p-refinement
E_5393;1-Natureza;1;reports;pure;execution
E_5394;1-Natureza;1;;pure;greedy
E_5395;1-Natureza;1;;pure;image-based
E_5396;1-Natureza;1;;pure;methods
E_5397;1-Natureza;1;weakly;pure;expressions
E_5398;1-Natureza;1;;pure;methods.
E_5399;1-Natureza;1;recursive;pure;
E_5400;1-Natureza;1;;pure;method
E_5401;1-Natureza;1;;pure;methodm
E_5402;1-Natureza;1;;pure;metadata
E_5403;1-Natureza;1;these;pure;approaches
E_5404;1-Natureza;1;consider;pure;strategies
E_5405;1-Natureza;1;;pure;programs
E_5406;1-Natureza;1;perform;pure;forward
E_5407;1-Natureza;1;;pure;manifold
E_5408;1-Natureza;1;;pure;fuzzers
E_5409;1-Natureza;1;;pure;strategy
E_5410;8-Estratégia de Validação/Coleta de Dados;1;;pilot;testing
E_5411;8-Estratégia de Validação/Coleta de Dados;1;conduct;pilot;tests
E_5412;8-Estratégia de Validação/Coleta de Dados;1;a;pilot;test
E_5413;8-Estratégia de Validação/Coleta de Dados;1;the;pilot;subjects
E_5414;8-Estratégia de Validação/Coleta de Dados;1;our;pilot;testers
E_5415;8-Estratégia de Validação/Coleta de Dados;1;initial;pilot;estimated
E_5416;8-Estratégia de Validação/Coleta de Dados;1;both;pilot;and
E_5417;8-Estratégia de Validação/Coleta de Dados;1;and;pilot;tests.
E_5418;8-Estratégia de Validação/Coleta de Dados;1;iteratively;pilot;task
E_5419;8-Estratégia de Validação/Coleta de Dados;1;of;pilot;studies
E_5420;8-Estratégia de Validação/Coleta de Dados;1;conducted;pilot;study
E_5421;8-Estratégia de Validação/Coleta de Dados;1;related;pilot;study.
E_5422;8-Estratégia de Validação/Coleta de Dados;1;on;pilot;studies.
E_5423;8-Estratégia de Validação/Coleta de Dados;1;;pilot;threads
E_5424;8-Estratégia de Validação/Coleta de Dados;1;;pilot;analysis
E_5425;8-Estratégia de Validação/Coleta de Dados;1;;pilot;projects.
E_5426;8-Estratégia de Validação/Coleta de Dados;1;;pilot;participants
E_5427;8-Estratégia de Validação/Coleta de Dados;1;;pilot;participants.
E_5428;8-Estratégia de Validação/Coleta de Dados;1;;pilot;interviews
E_5429;8-Estratégia de Validação/Coleta de Dados;1;in;pilot;user study 
E_5430;8-Estratégia de Validação/Coleta de Dados;1;as;pilot;training
E_5431;8-Estratégia de Validação/Coleta de Dados;1;small;pilot;sample
E_5432;8-Estratégia de Validação/Coleta de Dados;1;we;pilot;tested
E_5433;8-Estratégia de Validação/Coleta de Dados;1;design;pilot;infrastructur
E_5434;8-Estratégia de Validação/Coleta de Dados;1;;pilot;infrastructure 
E_5435;8-Estratégia de Validação/Coleta de Dados;1;;pilot;run
E_5436;8-Estratégia de Validação/Coleta de Dados;1;on;pilot;testing
E_5437;8-Estratégia de Validação/Coleta de Dados;1;ran;pilot;experiments
E_5438;8-Estratégia de Validação/Coleta de Dados;1;randomized;pilot;of
E_5439;8-Estratégia de Validação/Coleta de Dados;1;;pilot;programs
E_5440;8-Estratégia de Validação/Coleta de Dados;1;recent;pilot;projects
E_5441;8-Estratégia de Validação/Coleta de Dados;1;multi-site;pilot;project.
E_5442;8-Estratégia de Validação/Coleta de Dados;1;that;pilot;experimental
E_5443;8-Estratégia de Validação/Coleta de Dados;1;one;pilot;round
E_5444;8-Estratégia de Validação/Coleta de Dados;1;;pilot;results
E_5445;8-Estratégia de Validação/Coleta de Dados;1;during;pilot;testing.
E_5446;8-Estratégia de Validação/Coleta de Dados;1;;pilot;findings
E_5447;8-Estratégia de Validação/Coleta de Dados;1;novel;pilot;program
E_5448;8-Estratégia de Validação/Coleta de Dados;1;analysis;pilot;data
E_5449;8-Estratégia de Validação/Coleta de Dados;1;;pilot;phase
E_5450;8-Estratégia de Validação/Coleta de Dados;1;appropriate;pilot;computation
E_5451;8-Estratégia de Validação/Coleta de Dados;1;controlled;pilot;trial
E_5452;8-Estratégia de Validação/Coleta de Dados;1;with;pilot;studies).
E_5453;8-Estratégia de Validação/Coleta de Dados;1;smaller-scale;pilot;experiment
E_5454;8-Estratégia de Validação/Coleta de Dados;1;assessing;pilot;workload.
E_5455;8-Estratégia de Validação/Coleta de Dados;1;divide;pilot;project
E_5456;8-Estratégia de Validação/Coleta de Dados;1;small-scale;pilot;
E_5457;2-Método;1;;analytical;tool
E_5458;2-Método;1;useful;analytical;lens
E_5459;2-Método;1;an;analytical;lens.
E_5460;2-Método;1;;analytical;approaches
E_5461;2-Método;1;of;analytical;and
E_5462;2-Método;1;emergent;analytical;categories
E_5463;2-Método;1;descriptive;analytical;
E_5464;2-Método;1;recommended;analytical;approach
E_5465;2-Método;1;and;analytical;techniques
E_5466;2-Método;1;existing;analytical;framework
E_5467;2-Método;1;larger;analytical;frame
E_5468;2-Método;1;specialized;analytical;tools
E_5469;2-Método;1;for;analytical;clarity.
E_5470;2-Método;1;using;analytical;questions
E_5471;2-Método;1;;analytical;sensibilities
E_5472;2-Método;1;same;analytical;process
E_5473;2-Método;1;particular;analytical;methodology
E_5474;2-Método;1;this;analytical;practice
E_5475;2-Método;1;writing;analytical;memos
E_5476;2-Método;1;normal;analytical;work.
E_5477;2-Método;1;informed;analytical;judgments
E_5478;2-Método;1;is;analytical;task
E_5479;2-Método;1;independent;analytical;scripts
E_5480;2-Método;1;original;analytical;formulas.
E_5481;2-Método;1;their;analytical;work
E_5482;2-Método;1;through;analytical;memoing
E_5483;2-Método;1;our;analytical;sections
E_5484;2-Método;1;pluritemporal;analytical;
E_5485;2-Método;1;important;analytical;step.
E_5486;2-Método;1;;analytical;processes
E_5487;2-Método;1;biased;analytical;insights.
E_5488;2-Método;1;strong;analytical;thinking
E_5489;2-Método;1;;analytical;expertise
E_5490;2-Método;1;structured;analytical;models
E_5491;2-Método;1;drawbacks.;analytical;modeling
E_5492;2-Método;1;have;analytical;value
E_5493;2-Método;1;;analytical;design
E_5494;2-Método;1;different;analytical;methods:
E_5495;2-Método;1;both;analytical;(evaluating)
E_5496;2-Método;1;inferring;analytical;reasoning
E_5497;2-Método;1;intricate;analytical;functions
E_5498;2-Método;1;;analytical;evaluation
E_5499;2-Método;1;rigorous;analytical;procedures
E_5500;2-Método;1;shines;analytical;light
E_5501;2-Método;1;all;analytical;results
E_5502;2-Método;1;another;analytical;method
E_5503;2-Método;1;;analytical;model
E_5504;2-Método;1;in;analytical;philosophy
E_5505;2-Método;1;phrase;analytical;meditation
E_5506;2-Método;1;;analytical;reasoning.
E_5507;2-Método;1;;analytical;performance.
E_5508;2-Método;1;relevant;analytical;themes
E_5509;2-Método;1;;analytical;concepts.
E_5510;2-Método;1;;analytical;concepts
E_5511;2-Método;1;thematic;analytical;steps
E_5512;2-Método;1;;analytical;model.
E_5513;2-Método;1;highly;analytical;forms
E_5514;2-Método;1;single;analytical;scenario.
E_5515;2-Método;1;key;analytical;potentials
E_5516;2-Método;1;;analytical;expression
E_5517;2-Método;1;downstream;analytical;activities.
E_5518;2-Método;1;;analytical;denoisers
E_5519;2-Método;1;;analytical;complexity
E_5520;2-Método;1;known;analytical;distribution
E_5521;2-Método;1;;analytical;software
E_5522;2-Método;1;;analytical;skills
E_5523;2-Método;1;;analytical;initiative
E_5524;2-Método;1;enough;analytical;dimension
E_5525;2-Método;1;;analytical;field
E_5526;2-Método;1;more;analytical;reflective
E_5527;2-Método;1;some;analytical;distance
E_5528;2-Método;1;data-driven;analytical;system
E_5529;2-Método;1;which;analytical;applications
E_5530;2-Método;1;stream;analytical;application
E_5531;2-Método;1;improve;analytical;performance
E_5532;2-Método;1;faster;analytical;response
E_5533;2-Método;1;data;analytical;applications.
E_5534;2-Método;1;hybrid;analytical;paradigms
E_5535;2-Método;1;approximate;analytical;models.
E_5536;2-Método;1;;analytical;prediction
E_5537;2-Método;1;;analytical;cache
E_5538;2-Método;1;compare;analytical;
E_5539;2-Método;1;proposed;analytical;framework.
E_5540;2-Método;1;;analytical;subblocks
E_5541;2-Método;1;powerful;analytical;tool.
E_5542;2-Método;1;facilitates;analytical;operations
E_5543;2-Método;1;visual;analytical;network
E_5544;2-Método;1;detailed;analytical;validation
E_5545;2-Método;1;te;analytical;insight
E_5546;2-Método;1;;analytical;methods
E_5547;2-Método;1;flexible;analytical;wavelet
E_5548;2-Método;1;performing;analytical;actions
E_5549;2-Método;1;;analytical;computation
E_5550;2-Método;1;;analytical;ability.
E_5551;2-Método;1;first;analytical;frameworks
E_5552;2-Método;1;real;analytical;workloads.
E_5553;2-Método;1;modern;analytical;database
E_5554;2-Método;1;real-time;analytical;data
E_5555;2-Método;1;;analytical;material
E_5556;2-Método;1;generate;analytical;stretch
E_5557;2-Método;1;derive;analytical;expressions
E_5558;2-Método;1;;analytical;load
E_5559;2-Método;1;;analytical;algorithm
E_5560;2-Método;1;greater;analytical;use
E_5561;2-Método;1;closed;analytical;formula
E_5562;2-Método;1;dataset;analytical;observations
E_5563;2-Método;1;running;analytical;tasks.
E_5564;2-Método;1;;analytical;answers
E_5565;2-Método;1;;analytical;platform
E_5566;2-Método;1;accurate;analytical;power-perform
E_5567;2-Método;1;employ;analytical;objective
E_5568;2-Método;1;exact;analytical;solutions
E_5569;2-Método;1;performed;analytical;studies
E_5570;2-Método;1;;analytical;experiments
E_5571;2-Método;1;;descriptive;tool
E_5572;2-Método;1;;descriptive;statistics
E_5573;2-Método;1;exploratory;descriptive;analysis
E_5574;2-Método;1;;descriptive;statistics:
E_5575;2-Método;1;these;descriptive;codes
E_5576;2-Método;1;ative;descriptive;study.
E_5577;2-Método;1;a;descriptive;framework
E_5578;2-Método;1;;descriptive;indicators
E_5579;2-Método;1;displays;descriptive;data
E_5580;2-Método;1;obtain;descriptive;information
E_5581;2-Método;1;its;descriptive;goals
E_5582;2-Método;1;basic;descriptive;statistical
E_5583;2-Método;1;our;descriptive;analyses
E_5584;2-Método;1;providing;descriptive;overviews
E_5585;2-Método;1;;descriptive;answers
E_5586;2-Método;1;;descriptive;purposes
E_5587;2-Método;1;as;descriptive;knowledge
E_5588;2-Método;1;improved;descriptive;understanding
E_5589;2-Método;1;high-quality;descriptive;captions
E_5590;2-Método;1;primarily;descriptive;
E_5591;2-Método;1;consider;descriptive;research
E_5592;2-Método;1;include;descriptive;paragraphs
E_5593;2-Método;1;;descriptive;statistics.
E_5594;2-Método;1;;descriptive;results
E_5595;2-Método;1;in;descriptive;studies
E_5596;2-Método;1;persuasive;descriptive;methodologica
E_5597;2-Método;1;;descriptive;models
E_5598;2-Método;1;conflicting;descriptive;norm
E_5599;2-Método;1;salient;descriptive;norm)
E_5600;2-Método;1;first;descriptive;empirical
E_5601;2-Método;1;reported;descriptive;evidence
E_5602;2-Método;1;quantitative;descriptive;findings.
E_5603;2-Método;1;transforming;descriptive;observations
E_5604;2-Método;1;translating;descriptive;findings
E_5605;2-Método;1;slow-paced;descriptive;story
E_5606;2-Método;1;;descriptive;analytics.
E_5607;2-Método;1;;descriptive;approach
E_5608;2-Método;1;generate;descriptive;sentences
E_5609;2-Método;1;;descriptive;models.
E_5610;2-Método;1;significant;descriptive;statistic
E_5611;2-Método;1;possible;descriptive;terms
E_5612;2-Método;1;this;descriptive;numeric
E_5613;2-Método;1;preliminary;descriptive;analysis.
E_5614;2-Método;1;report;descriptive;quantitative
E_5615;2-Método;1;such;descriptive;factors
E_5616;2-Método;1;data.;descriptive;analytics
E_5617;2-Método;1;;descriptive;feedback
E_5618;2-Método;1;low-level;descriptive;features
E_5619;2-Método;1;present;descriptive;modeling
E_5620;2-Método;1;provides;descriptive;interpretability 
E_5621;2-Método;1;mining;descriptive;patterns.
E_5622;2-Método;1;several;descriptive;quantities
E_5623;2-Método;1;;descriptive;techniques
E_5624;2-Método;1;an;exploratory;study.
E_5625;2-Método;1;qualitative;exploratory;analysis
E_5626;2-Método;1;;exploratory;programming
E_5627;2-Método;1;;exploratory;data
E_5628;2-Método;1;;exploratory;work
E_5629;2-Método;1;;exploratory;analysis.
E_5630;2-Método;1;;exploratory;studies
E_5631;2-Método;1;was;exploratory;
E_5632;2-Método;1;;exploratory;study
E_5633;2-Método;1;studies;exploratory;system
E_5634;2-Método;1;;exploratory;stage
E_5635;2-Método;1;open-ended;exploratory;nature
E_5636;2-Método;1;;exploratory;research
E_5637;2-Método;1;;exploratory;analyses
E_5638;2-Método;1;writing;exploratory;code
E_5639;2-Método;1;our;exploratory;approach
E_5640;2-Método;1;largely;exploratory;individual
E_5641;2-Método;1;;exploratory;coding
E_5642;2-Método;1;;exploratory;coding.
E_5643;2-Método;1;broad;exploratory;approach.
E_5644;2-Método;1;;exploratory;modeling
E_5645;2-Método;1;conducting;exploratory;ethnographic
E_5646;2-Método;1;during;exploratory;phases
E_5647;2-Método;1;modiied;exploratory;sequential
E_5648;2-Método;1;;exploratory;features
E_5649;2-Método;1;more;exploratory;setup
E_5650;2-Método;1;;exploratory;survey
E_5651;2-Método;1;;exploratory;phasecomprising 
E_5652;2-Método;1;qualitative  ;exploratory;examination
E_5653;2-Método;1;;exploratory;process
E_5654;2-Método;1;;exploratory;visualization
E_5655;2-Método;1;pragmatic  ;exploratory;visualization
E_5656;2-Método;1;these;exploratory;results
E_5657;2-Método;1;new;exploratory;paths
E_5658;2-Método;1;data-driven;exploratory;workflow:
E_5659;2-Método;1;design;exploratory;process.
E_5660;2-Método;1;on;exploratory;tasks
E_5661;2-Método;1;preliminary;exploratory;ideas
E_5662;2-Método;1;this;exploratory;paper
E_5663;2-Método;1;qualitative  ;exploratory;need-finding
E_5664;2-Método;1;task;exploratory;prototyping
E_5665;2-Método;1;;exploratory;devices
E_5666;2-Método;1;voluntary;exploratory;behavior
E_5667;2-Método;1;sequential;exploratory;
E_5668;2-Método;1;as;exploratory;or
E_5669;2-Método;1;;exploratory;interaction
E_5670;2-Método;1;;exploratory;phase
E_5671;2-Método;1;;exploratory;behavior.
E_5672;2-Método;1;;exploratory;papers.
E_5673;2-Método;1;;exploratory;qualitative
E_5674;2-Método;1;future;exploratory;work.
E_5675;2-Método;1;;exploratory;nature.
E_5676;2-Método;1;;exploratory;analytics
E_5677;2-Método;1;facilitate;exploratory;design
E_5678;2-Método;1;would be;exploratory;
E_5679;2-Método;1;branching;exploratory;search.
E_5680;2-Método;1;embedded;exploratory;prototypes.
E_5681;2-Método;1;;exploratory;prototypes
E_5682;2-Método;1;;exploratory;tools
E_5683;2-Método;1;;exploratory;case studies 
E_5684;2-Método;1;;exploratory;field research 
E_5685;2-Método;1;;exploratory;case study 
E_5686;2-Método;1;;exploratory;versus
E_5687;2-Método;1;large-scale;exploratory;studies.
E_5688;2-Método;1;their;exploratory;analyses.
E_5689;2-Método;1;;exploratory;datasets
E_5690;2-Método;1;export;exploratory;datasets:
E_5691;2-Método;1;;exploratory;models
E_5692;8-Estratégia de Validação/Coleta de Dados;1;a;comparative;review
E_5693;8-Estratégia de Validação/Coleta de Dados;1;;comparative;research
E_5694;8-Estratégia de Validação/Coleta de Dados;1;structured;comparative;analysis
E_5695;8-Estratégia de Validação/Coleta de Dados;1;and;comparative;data
E_5696;8-Estratégia de Validação/Coleta de Dados;1;;comparative;study
E_5697;8-Estratégia de Validação/Coleta de Dados;1;;comparative;approach
E_5698;8-Estratégia de Validação/Coleta de Dados;1;facilitate;comparative;
E_5699;8-Estratégia de Validação/Coleta de Dados;1;;comparative;perspectives
E_5700;8-Estratégia de Validação/Coleta de Dados;1;;comparative;studies.
E_5701;8-Estratégia de Validação/Coleta de Dados;1;their;comparative;advantage
E_5702;8-Estratégia de Validação/Coleta de Dados;1;constant;comparative;method
E_5703;8-Estratégia de Validação/Coleta de Dados;1;;comparative;studies
E_5704;8-Estratégia de Validação/Coleta de Dados;1;quantitative;comparative;analysis.
E_5705;8-Estratégia de Validação/Coleta de Dados;1;;comparative;effectiveness
E_5706;8-Estratégia de Validação/Coleta de Dados;1;these;comparative;results
E_5707;8-Estratégia de Validação/Coleta de Dados;1;our;comparative;findings
E_5708;8-Estratégia de Validação/Coleta de Dados;1;;comparative;peer
E_5709;8-Estratégia de Validação/Coleta de Dados;1;;comparative;evaluation
E_5710;8-Estratégia de Validação/Coleta de Dados;1;;comparative;scores
E_5711;8-Estratégia de Validação/Coleta de Dados;1;;comparative;judgement
E_5712;8-Estratégia de Validação/Coleta de Dados;1;;comparative;case study
E_5713;8-Estratégia de Validação/Coleta de Dados;1;perform;comparative;analyses
E_5714;8-Estratégia de Validação/Coleta de Dados;1;;comparative;efficacy
E_5715;8-Estratégia de Validação/Coleta de Dados;1;multicountry;comparative;study.
E_5716;8-Estratégia de Validação/Coleta de Dados;1;good;comparative;performance
E_5717;8-Estratégia de Validação/Coleta de Dados;1;;comparative;assessment
E_5718;8-Estratégia de Validação/Coleta de Dados;1;;comparative;accuracy
E_5719;8-Estratégia de Validação/Coleta de Dados;1;;comparative;usability
E_5720;8-Estratégia de Validação/Coleta de Dados;1;study  ;comparative;interviews
E_5721;8-Estratégia de Validação/Coleta de Dados;1;;comparative;method.
E_5722;8-Estratégia de Validação/Coleta de Dados;1;;comparative;observations
E_5723;8-Estratégia de Validação/Coleta de Dados;1;;comparative;questions
E_5724;8-Estratégia de Validação/Coleta de Dados;1;provide;comparative;insights
E_5725;8-Estratégia de Validação/Coleta de Dados;1;;comparative;opinions
E_5726;8-Estratégia de Validação/Coleta de Dados;1;controlled;comparative;simulation
E_5727;8-Estratégia de Validação/Coleta de Dados;1;present;comparative;visual
E_5728;8-Estratégia de Validação/Coleta de Dados;1;provides;comparative;
E_5729;8-Estratégia de Validação/Coleta de Dados;1;;comparative;analyses.
E_5730;8-Estratégia de Validação/Coleta de Dados;1;;comparative;statistical
E_5731;8-Estratégia de Validação/Coleta de Dados;1;some;comparative;experiments
E_5732;8-Estratégia de Validação/Coleta de Dados;1;;comparative;methods
E_5733;8-Estratégia de Validação/Coleta de Dados;1;;comparative;simulating
E_5734;8-Estratégia de Validação/Coleta de Dados;1;;comparative;architectural
E_5735;8-Estratégia de Validação/Coleta de Dados;1;;comparative;influence
E_5736;8-Estratégia de Validação/Coleta de Dados;1;;comparative;predictions.
E_5737;8-Estratégia de Validação/Coleta de Dados;1;;comparative;visualization
E_5738;8-Estratégia de Validação/Coleta de Dados;1;;comparative;system
E_5739;8-Estratégia de Validação/Coleta de Dados;1;meaningful;comparative;metrics
E_5740;8-Estratégia de Validação/Coleta de Dados;1;;comparative;measurement
E_5741;8-Estratégia de Validação/Coleta de Dados;1;;comparative;models
E_5742;8-Estratégia de Validação/Coleta de Dados;1;;comparative;methods.
E_5743;8-Estratégia de Validação/Coleta de Dados;1;improve;comparative;understanding
E_5744;8-Estratégia de Validação/Coleta de Dados;1;predict;comparative;strength
E_5745;8-Estratégia de Validação/Coleta de Dados;1;comprehensive;comparative;investigation
E_5746;8-Estratégia de Validação/Coleta de Dados;1;;comparative;evaluation.
E_5747;8-Estratégia de Validação/Coleta de Dados;1;;comparative;execution
E_5748;8-Estratégia de Validação/Coleta de Dados;1;;comparative;review
E_5749;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;to simulate 
E_5750;8-Estratégia de Validação/Coleta de Dados;1;new;static analysis;based
E_5751;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;on
E_5752;8-Estratégia de Validação/Coleta de Dados;1;building;static analysis;tools
E_5753;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;engine
E_5754;8-Estratégia de Validação/Coleta de Dados;1;distributed;static analysis;
E_5755;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;problem
E_5756;8-Estratégia de Validação/Coleta de Dados;1;using;static analysis;
E_5757;8-Estratégia de Validação/Coleta de Dados;1;fixing;static analysis;violations
E_5758;8-Estratégia de Validação/Coleta de Dados;1;our;static analysis;
E_5759;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;that
E_5760;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;for
E_5761;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;to
E_5762;8-Estratégia de Validação/Coleta de Dados;1;the;static analysis;does
E_5763;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;techniques
E_5764;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;considers
E_5765;8-Estratégia de Validação/Coleta de Dados;1;from;static analysis;can
E_5766;8-Estratégia de Validação/Coleta de Dados;1;combining;static analysis;
E_5767;8-Estratégia de Validação/Coleta de Dados;1;aiding;static analysis;
E_5768;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;tool
E_5769;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;proceedings
E_5770;8-Estratégia de Validação/Coleta de Dados;1;simple;static analysis;
E_5771;8-Estratégia de Validação/Coleta de Dados;1;in this;static analysis;process.
E_5772;8-Estratégia de Validação/Coleta de Dados;1;atomicity;static analysis;has
E_5773;8-Estratégia de Validação/Coleta de Dados;1;make;static analysis;scale
E_5774;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;implementation 
E_5775;8-Estratégia de Validação/Coleta de Dados;1;whose;static analysis;was
E_5776;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;cannot
E_5777;8-Estratégia de Validação/Coleta de Dados;1;precise;static analysis;framework
E_5778;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;algorithm.
E_5779;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;works.
E_5780;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;described
E_5781;8-Estratégia de Validação/Coleta de Dados;1;exemplar;static analysis;from
E_5782;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;reported
E_5783;8-Estratégia de Validação/Coleta de Dados;1;deep;static analysis;as
E_5784;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;models
E_5785;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;frameworks
E_5786;8-Estratégia de Validação/Coleta de Dados;1;by;static analysis;using
E_5787;8-Estratégia de Validação/Coleta de Dados;1;which;static analysis;we
E_5788;8-Estratégia de Validação/Coleta de Dados;1;predicated;static analysis;may
E_5789;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;would
E_5790;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;without
E_5791;8-Estratégia de Validação/Coleta de Dados;1;sound;static analysis;not
E_5792;8-Estratégia de Validação/Coleta de Dados;1;synthesizing;static analysis;
E_5793;8-Estratégia de Validação/Coleta de Dados;1;information;static analysis;results
E_5794;8-Estratégia de Validação/Coleta de Dados;1;above;static analysis;are
E_5795;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;perspective.
E_5796;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;methods
E_5797;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;backend
E_5798;8-Estratégia de Validação/Coleta de Dados;1;current;static analysis;capabilities
E_5799;8-Estratégia de Validação/Coleta de Dados;1;params;static analysis;program
E_5800;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;extracts
E_5801;8-Estratégia de Validação/Coleta de Dados;1;survey;static analysis;dynamic
E_5802;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;explores
E_5803;8-Estratégia de Validação/Coleta de Dados;1;during;static analysis;deals
E_5804;8-Estratégia de Validação/Coleta de Dados;1;similar;static analysis;approaches
E_5805;8-Estratégia de Validação/Coleta de Dados;1;android;static analysis;challenges:
E_5806;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;investigates
E_5807;8-Estratégia de Validação/Coleta de Dados;1;variabilityaware ;static analysis;compared
E_5808;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;guided
E_5809;8-Estratégia de Validação/Coleta de Dados;1;analysis.;static analysis;evaluates
E_5810;8-Estratégia de Validação/Coleta de Dados;1;traditional;static analysis;tools.
E_5811;8-Estratégia de Validação/Coleta de Dados;1;implemented;static analysis;
E_5812;8-Estratégia de Validação/Coleta de Dados;1;increasing;static analysis;precision
E_5813;8-Estratégia de Validação/Coleta de Dados;1;variable;static analysis;
E_5814;8-Estratégia de Validação/Coleta de Dados;1;guides;static analysis;
E_5815;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;reports:
E_5816;8-Estratégia de Validação/Coleta de Dados;1;;static analysis;reports
E_5817;8-Estratégia de Validação/Coleta de Dados;1;;replication;files
E_5818;8-Estratégia de Validação/Coleta de Dados;1;a;replication;factor
E_5819;8-Estratégia de Validação/Coleta de Dados;1;update;replication;metrics
E_5820;8-Estratégia de Validação/Coleta de Dados;1;direct;replication;of
E_5821;8-Estratégia de Validação/Coleta de Dados;1;simulation;replication;from
E_5822;8-Estratégia de Validação/Coleta de Dados;1;;replication;testing
E_5823;8-Estratégia de Validação/Coleta de Dados;1;machine;replication;for
E_5824;8-Estratégia de Validação/Coleta de Dados;1;study;replication;
E_5825;8-Estratégia de Validação/Coleta de Dados;1;inconsistent;replication;
E_5826;8-Estratégia de Validação/Coleta de Dados;1;;replication;transactional
E_5827;8-Estratégia de Validação/Coleta de Dados;1;;replication;level
E_5828;8-Estratégia de Validação/Coleta de Dados;1;consistency;replication;protocols:
E_5829;8-Estratégia de Validação/Coleta de Dados;1;;replication;protocol
E_5830;8-Estratégia de Validação/Coleta de Dados;1;implies;replication;rather
E_5831;8-Estratégia de Validação/Coleta de Dados;1;advancing;replication;by
E_5832;8-Estratégia de Validação/Coleta de Dados;1;earlier;replication;research
E_5833;8-Estratégia de Validação/Coleta de Dados;1;poor;replication;validity
E_5834;8-Estratégia de Validação/Coleta de Dados;1;publishing;replication;can
E_5835;8-Estratégia de Validação/Coleta de Dados;1;theoretical;replication;strategy
E_5836;8-Estratégia de Validação/Coleta de Dados;1;;replication;studies
E_5837;8-Estratégia de Validação/Coleta de Dados;1;;replication;study:
E_5838;8-Estratégia de Validação/Coleta de Dados;1;during;replication;
E_5839;8-Estratégia de Validação/Coleta de Dados;1;verified;replication;protocols
E_5840;8-Estratégia de Validação/Coleta de Dados;1;support;replication;studies.
E_5841;8-Estratégia de Validação/Coleta de Dados;1;;replication;study.
E_5842;7-Dados;2;a;longitudinal;study.ph.d.
E_5843;7-Dados;2;;longitudinal;study
E_5844;7-Dados;2;;longitudinal;nature
E_5845;7-Dados;2;;longitudinal;study.
E_5846;7-Dados;2;;longitudinal;studies
